time,timestamp,longitude,latitude,z,sea_surface_height_above_sea_level
2018-09-05T21:00:00Z,1536181200,,,0,0.4785
2018-09-05T22:00:00Z,1536184800,,,0,0.442
2018-09-05T23:00:00Z,1536188400,,,0,0.4968
2018-09-06T01:00:00Z,1536195600,,,0,0.5456
2018-09-06T02:00:00Z,1536199200,,,0,0.5761
2018-09-06T03:00:00Z,1536202800,,,0,0.5456
2018-09-06T04:00:00Z,1536206400,,,0,0.5029
2018-09-06T05:00:00Z,1536210000,,,0,0.5182
2018-09-06T06:00:00Z,1536213600,,,0,0.4999
2018-09-06T07:00:00Z,1536217200,,,0,0.4694
2018-09-06T09:00:00Z,1536224400,,,0,0.4572
2018-09-06T10:00:00Z,1536228000,,,0,0.4298
2018-09-06T11:00:00Z,1536231600,,,0,0.4023
2018-09-06T12:00:00Z,1536235200,,,0,1.3167
2018-09-06T13:00:00Z,1536238800,,,0,0.3566
2018-09-06T15:00:00Z,1536246000,,,0,0.2926
2018-09-06T16:00:00Z,1536249600,,,0,0.2347
2018-09-06T17:00:00Z,1536253200,,,0,0.2073
2018-09-06T18:00:00Z,1536256800,,,0,0.192
2018-09-06T20:00:00Z,1536264000,,,0,0.1524
2018-09-06T21:00:00Z,1536267600,,,0,0.1189
2018-09-06T22:00:00Z,1536271200,,,0,0.1128
2018-09-06T23:00:00Z,1536274800,,,0,0.128
2018-09-07T00:00:00Z,1536278400,,,0,0.1524
2018-09-07T01:00:00Z,1536282000,,,0,0.189
2018-09-07T02:00:00Z,1536285600,,,0,0.2164
2018-09-07T03:00:00Z,1536289200,,,0,0.2073
2018-09-07T04:00:00Z,1536292800,,,0,0.1859
2018-09-07T05:00:00Z,1536296400,,,0,0.1524
2018-09-07T06:00:00Z,1536300000,,,0,0.1494
2018-09-07T07:00:00Z,1536303600,,,0,0.0914
2018-09-07T08:00:00Z,1536307200,,,0,0.0366
2018-09-07T09:00:00Z,1536310800,,,0,-0.003
2018-09-07T10:00:00Z,1536314400,,,0,-0.0366
2018-09-07T11:00:00Z,1536318000,,,0,-0.0244
2018-09-07T12:00:00Z,1536321600,,,0,-0.0213
2018-09-07T13:00:00Z,1536325200,,,0,-0.0122
2018-09-07T14:00:00Z,1536328800,,,0,0.0061
2018-09-07T15:00:00Z,1536332400,,,0,0
2018-09-07T16:00:00Z,1536336000,,,0,-0.0335
2018-09-07T17:00:00Z,1536339600,,,0,-0.0549
2018-09-07T18:00:00Z,1536343200,,,0,-0.0945
2018-09-07T19:00:00Z,1536346800,,,0,-0.0884
2018-09-07T20:00:00Z,1536350400,,,0,-0.0975
2018-09-07T21:00:00Z,1536354000,,,0,-0.0945
2018-09-07T22:00:00Z,1536357600,,,0,-0.0792
2018-09-07T23:00:00Z,1536361200,,,0,-0.064
2018-09-08T01:00:00Z,1536368400,,,0,0.0091
2018-09-08T02:00:00Z,1536372000,,,0,0.0701
2018-09-08T03:00:00Z,1536375600,,,0,0.1036
2018-09-08T04:00:00Z,1536379200,,,0,0.0975
2018-09-08T05:00:00Z,1536382800,,,0,0.0396
